"Symbol: DBC",,,,,,"Study: VOL (LikeMain)",
"Date Time","Open","High","Low","Close","Change","Volume","Open Interest"
2007-12-27,28.4564,28.7555,28.4564,28.6558,0.09969999999999857,971800,
2007-12-28,28.6739,28.8914,28.4745,28.5651,-0.09069999999999823,291640,
2007-12-31,28.6739,28.6739,28.3114,28.6014,0.036300000000000665,269239,
2008-01-02,29.0545,29.408,28.9458,29.3898,0.7883999999999993,793265,
2008-01-03,29.6798,29.7161,29.3717,29.6164,0.2265999999999977,1223055,
2008-01-04,29.5167,29.5167,29.0726,29.4442,-0.17220000000000013,641321,
2008-01-07,29.2086,29.3989,28.692,28.9095,-0.5346999999999973,733017,
2008-01-08,29.272,29.4442,29.0817,29.1723,0.2627999999999986,473377,
2008-01-09,29.2992,29.3355,28.8189,28.8823,-0.28999999999999915,827141,
2008-01-10,28.683,28.7826,28.4564,28.7464,-0.13589999999999947,499638,
2008-01-11,28.692,29.0998,28.4564,29.0092,0.2627999999999986,736658,
2008-01-14,29.3626,29.4533,29.1723,29.3717,0.3625000000000007,922257,
2008-01-15,29.1542,29.2176,28.7917,29.0092,-0.3625000000000007,521707,
2008-01-16,28.837,28.8642,28.2751,28.7373,-0.2718999999999987,1152326,
2008-01-17,28.9095,28.9548,28.3658,28.3658,-0.37150000000000105,761153,
2008-01-18,28.538,28.6739,28.4111,28.4745,0.10869999999999891,505487,
2008-01-22,27.6408,28.538,27.4867,28.3748,-0.09969999999999857,866755,
2008-01-23,28.1573,28.2661,27.677,27.8401,-0.5347000000000008,767776,
2008-01-24,27.9489,28.5561,27.9489,28.5289,0.6888000000000005,783113,
2008-01-25,28.9911,29.5439,28.7464,29.1633,0.6343999999999994,1312102,
2008-01-28,28.837,29.3083,28.6467,29.2992,0.13589999999999947,654783,
2008-01-29,29.4623,29.5439,29.2358,29.5439,0.2447000000000017,542893,
2008-01-30,29.5076,29.5076,29.127,29.2901,-0.2538000000000018,622894,
2008-01-31,29.1995,29.5801,28.9276,29.4351,0.14499999999999957,763804,
2008-02-01,29.4986,29.4986,28.8823,28.9186,-0.5164999999999971,709071,
2008-02-04,29.0726,29.4623,29.0001,29.4261,0.5075000000000003,764023,
2008-02-05,29.1723,29.2901,28.9276,29.1814,-0.2447000000000017,868850,
2008-02-06,29.3083,29.4895,29.0001,29.0455,-0.13589999999999947,957014,
2008-02-07,28.9458,29.3989,28.9458,29.3989,0.3534000000000006,948298,
2008-02-08,29.6526,30.278,29.4895,30.278,0.8790999999999976,1181013,
2008-02-11,30.1692,30.4773,29.9789,30.4773,0.19930000000000092,1364519,
2008-02-12,30.2508,30.3595,29.6889,29.8611,-0.6161999999999992,838616,
2008-02-13,29.7795,30.1058,29.6073,30.1058,0.24469999999999814,448659,
2008-02-14,30.4955,30.713,30.3233,30.713,0.6072000000000024,1120655,
2008-02-15,30.7583,30.9486,30.3686,30.568,-0.14499999999999957,1098255,
2008-02-19,31.2477,31.6011,31.1752,31.5648,0.9968000000000004,1014948,
2008-02-20,31.302,31.7642,31.2567,31.728,0.1631999999999998,779581,
2008-02-21,31.6736,31.873,31.3564,31.5558,-0.17220000000000013,624106,
2008-02-22,31.7098,32.0361,31.3111,31.9908,0.4349999999999987,612962,
2008-02-25,31.9455,32.308,31.7098,32.2989,0.30810000000000315,1019471,
2008-02-26,32.2355,32.9967,31.9002,32.9877,0.6887999999999934,1135772,
2008-02-27,32.4258,33.4317,32.317,32.9424,-0.04529999999999745,1483466,
2008-02-28,32.9877,33.2686,32.8064,33.2595,0.3171000000000035,1694890,
2008-02-29,33.1417,33.1599,32.6342,32.7158,-0.5437000000000012,1191386,
2008-03-03,33.477,33.5767,32.9967,33.1961,0.4802999999999997,1447606,
2008-03-04,33.3864,33.3955,32.0814,33.0783,-0.11780000000000257,1778749,
2008-03-05,33.1145,33.8033,32.9242,33.8033,0.7250000000000014,1123635,
2008-03-06,33.8667,34.1024,33.3592,34.057,0.25370000000000203,1850365,
2008-03-07,34.2111,34.2111,33.477,33.7127,-0.34430000000000405,1652293,
2008-03-10,33.5314,34.4286,32.9152,34.347,0.6343000000000032,1897372,
2008-03-11,34.3833,34.8908,34.1114,34.8817,0.5347000000000008,1626586,
2008-03-12,34.8455,35.2986,34.3017,35.2624,0.3806999999999974,1938526,
2008-03-13,35.2533,35.6339,35.0811,35.2986,0.0362000000000009,2896428,
2008-03-14,35.3892,35.5886,34.6642,35.2533,-0.04529999999999745,1258145,
2008-03-17,34.2655,34.5464,33.0239,33.8395,-1.413800000000002,3379408,
2008-03-18,34.2111,34.7005,33.8577,34.5917,0.752200000000002,1297098,
2008-03-19,33.8486,33.9392,32.6977,33.0964,-1.4953000000000003,2412678,
2008-03-20,31.6011,32.5708,30.5861,31.7642,-1.3322000000000038,3831597,
2008-03-24,31.9002,32.6705,31.7642,32.3442,0.5800000000000018,1609924,
2008-03-25,32.8245,32.9967,32.3895,32.6705,0.32629999999999626,1126283,
2008-03-26,33.2324,33.6945,33.0783,33.6492,0.9787000000000035,1539083,
2008-03-27,33.5405,34.1024,33.3864,34.0208,0.3716000000000008,2646276,
2008-03-28,33.5405,33.6039,33.2142,33.2142,-0.8066000000000031,1246450,
2008-03-31,33.9302,34.3833,32.1267,32.4167,-0.7974999999999994,1437125,
2008-04-01,31.9908,32.607,31.882,32.2355,-0.18119999999999692,1415384,
2008-04-02,31.8277,33.2233,31.8277,33.1961,0.9605999999999995,898643,
2008-04-03,33.033,33.4136,32.8789,33.3774,0.18130000000000024,609430,
2008-04-04,33.3592,33.7399,33.178,33.613,0.23559999999999803,911222,
2008-04-07,34.1839,34.3742,33.8577,33.9755,0.36249999999999716,1350061,
2008-04-08,33.9392,34.2655,33.7761,34.1114,0.13590000000000657,912327,
2008-04-09,34.1658,35.1174,34.1205,34.6824,0.570999999999998,1408984,
2008-04-10,35.1264,35.1536,34.3833,34.5645,-0.11789999999999878,1476960,
2008-04-11,34.3017,34.5917,34.193,34.3924,-0.17210000000000036,825153,
2008-04-14,34.3742,34.628,34.3742,34.628,0.23559999999999803,840712,
2008-04-15,35.0267,35.1264,34.8908,35.0449,0.41689999999999827,679278,
2008-04-16,35.2895,35.4436,34.8002,35.3802,0.3353000000000037,865539,
2008-04-17,35.5161,35.5705,35.1174,35.2171,-0.16310000000000002,613182,
2008-04-18,35.0902,35.3439,34.7639,35.2352,0.018099999999996896,606010,
2008-04-21,35.2533,35.2805,34.6552,35.2805,0.04530000000000456,848767,
2008-04-22,35.0992,35.7064,35.0177,35.498,0.21749999999999403,998063,
2008-04-23,35.2442,35.3802,34.9361,35.1627,-0.3352999999999966,821181,
2008-04-24,34.8002,35.0539,34.2564,34.5736,-0.589100000000002,763251,
2008-04-25,34.628,35.2171,34.4739,35.208,0.6343999999999994,522590,
2008-04-28,35.2261,35.3167,35.0086,35.2895,0.08149999999999835,530094,
2008-04-29,35.072,35.072,34.3199,34.4377,-0.8517999999999972,1359219,
2008-04-30,34.4377,34.5827,33.9302,34.3742,-0.06349999999999767,1788351,
2008-05-01,33.622,33.8486,33.0783,33.5767,-0.7974999999999994,1876406,
2008-05-02,33.5767,34.4558,33.5767,34.4286,0.8519000000000005,1487772,
2008-05-05,34.4467,35.2261,34.4467,35.1445,0.7158999999999978,910782,
2008-05-06,35.2352,35.7699,35.0992,35.6067,0.4621999999999957,911003,
2008-05-07,35.498,35.8696,35.2624,35.6702,0.06350000000000477,926339,
2008-05-08,35.8696,36.2502,35.7789,36.2139,0.5437000000000012,1030616,
2008-05-09,37.0567,37.0567,36.1958,36.8121,0.5981999999999985,1141951,
2008-05-12,36.8121,36.8121,36.0689,36.1867,-0.6253999999999991,614728,
2008-05-13,36.2864,36.6308,36.0236,36.3861,0.19939999999999714,772631,
2008-05-14,36.4949,36.4949,35.7971,35.7971,-0.5889999999999986,696823,
2008-05-15,36.2774,36.4042,35.4527,36.2049,0.4078000000000017,798560,
2008-05-16,36.6489,36.8936,36.2955,36.7305,0.5255999999999972,1633095,
2008-05-19,36.7305,36.803,36.4767,36.7849,0.054400000000001114,531086,
2008-05-20,37.1564,37.4464,37.0839,37.2924,0.5075000000000003,721871,
2008-05-21,37.6005,38.4343,37.3558,38.3799,1.0874999999999986,953153,
2008-05-22,38.4705,38.5611,37.6277,37.8271,-0.5527999999999977,1413177,
2008-05-23,38.2349,38.2621,37.6367,37.8996,0.07249999999999801,528107,
2008-05-27,37.7092,37.7092,37.0658,37.2924,-0.6071999999999989,1207055,
2008-05-28,36.7396,37.5733,36.6399,37.528,0.23559999999999803,1077511,
2008-05-29,36.9752,37.6186,36.1233,36.5039,-1.0240999999999971,974561,
2008-05-30,36.4042,37.0296,36.1686,36.7486,0.2447000000000017,777596,
2008-06-02,36.6942,37.4555,36.513,37.238,0.4893999999999963,1118449,
2008-06-03,36.9117,36.9752,36.3046,36.3589,-0.8791000000000011,755086,
2008-06-04,36.1686,36.2955,35.7971,35.8152,-0.5437000000000012,879664,
2008-06-05,35.8152,37.3105,35.6611,37.1746,1.3594000000000008,1460736,
2008-06-06,38.4343,39.413,38.1261,38.1261,0.9515000000000029,961651,
2008-06-09,39.1049,39.1049,38.2349,38.5158,0.3896999999999977,1729867,
2008-06-10,38.9689,39.413,38.0627,38.3618,-0.15399999999999636,958007,
2008-06-11,38.8058,40.1108,38.7968,39.7755,1.4136999999999986,1036132,
2008-06-12,39.1321,39.9568,38.6608,39.7665,-0.009000000000000341,1273040,
2008-06-13,39.3405,39.6939,39.0868,39.5127,-0.25379999999999825,417653,
2008-06-16,39.8933,40.7724,39.4583,39.4764,-0.03630000000000422,1231995,
2008-06-17,39.6486,39.9839,39.4764,39.8752,0.3988000000000014,738203,
2008-06-18,40.2015,40.419,39.5489,40.419,0.5437999999999974,598065,
2008-06-19,40.419,40.4461,39.3043,39.4764,-0.9425999999999988,1155305,
2008-06-20,39.8752,40.2015,39.558,39.7483,0.27190000000000225,793927,
2008-06-23,39.558,40.1199,39.4493,40.0293,0.2809999999999988,786312,
2008-06-24,39.9296,40.2196,39.6939,40.0383,0.009000000000000341,873596,
2008-06-25,39.8752,39.9386,39.0414,39.8843,-0.15399999999999636,1302281,
2008-06-26,40.4824,41.2346,40.4461,41.2074,1.3230999999999966,1058311,
2008-06-27,41.3977,41.6424,41.0986,41.3161,0.10869999999999891,911775,
2008-06-30,41.6243,41.6243,40.5821,40.5821,-0.7340000000000018,1441205,
2008-07-01,41.0896,41.3524,40.8268,41.298,0.7159000000000049,949512,
2008-07-02,41.0533,42.0865,40.8268,42.0865,0.7884999999999991,980187,
2008-07-03,42.2586,42.2586,41.6968,42.0683,-0.018200000000000216,1167664,
2008-07-07,41.5155,41.6061,40.709,41.4974,-0.5709000000000017,1254724,
2008-07-08,40.283,40.5821,39.5943,39.993,-1.5043999999999969,1750612,
2008-07-09,40.1833,40.4915,38.0627,39.9658,-0.027200000000000557,2573781,
2008-07-10,40.3736,41.0533,40.3193,41.0533,1.0874999999999986,1071223,
2008-07-11,41.9777,42.1408,41.0443,41.6243,0.570999999999998,780574,
2008-07-14,41.5427,41.6515,41.2527,41.6424,0.018100000000004002,495445,
2008-07-15,41.3977,41.5699,39.6486,40.3193,-1.3231000000000037,5375195,
2008-07-16,39.8752,40.0474,38.9689,39.703,-0.6162999999999954,1523413,
2008-07-17,39.4855,39.9839,38.4524,38.7696,-0.933400000000006,2053284,
2008-07-18,38.688,38.7877,37.8814,38.108,-0.6616,1378089,
2008-07-21,38.1986,38.5702,37.9449,38.5702,0.46220000000000283,1160821,
2008-07-22,38.5158,38.5158,37.3649,37.7274,-0.8427999999999969,1557729,
2008-07-23,37.1111,37.5189,36.6308,36.8755,-0.8519000000000005,3040646,
2008-07-24,36.8302,36.9842,36.5039,36.9027,0.027200000000000557,1523853,
2008-07-25,36.803,36.8392,36.3227,36.4405,-0.46220000000000283,830450,
2008-07-28,36.6036,37.7092,36.6036,36.6217,0.18119999999999692,915968,
2008-07-29,37.0567,37.0567,35.8877,36.2049,-0.41679999999999495,1904650,
2008-07-30,35.8333,37.0839,35.7971,36.9208,0.7158999999999978,1483027,
2008-07-31,37.1564,37.6277,36.1414,36.6127,-0.30810000000000315,1034697,
2008-08-01,36.078,36.9842,35.6611,36.2049,-0.4077999999999946,853181,
2008-08-04,36.0146,36.3771,34.3924,35.0086,-1.1963000000000008,1802695,
2008-08-05,34.7639,35.2171,34.5192,34.7639,-0.2447000000000017,1775661,
2008-08-06,34.6914,34.8999,34.0208,34.3924,-0.3714999999999975,1515797,
2008-08-07,34.3742,34.8455,34.3742,34.5827,0.19030000000000058,1047276,
2008-08-08,34.1114,34.2292,33.4045,33.613,-0.9697000000000031,1748514,
2008-08-11,33.7761,33.8939,33.3049,33.5767,-0.03629999999999711,908023,
2008-08-12,33.6402,33.6855,32.9786,33.2867,-0.28999999999999915,778148,
2008-08-13,33.3774,34.6099,33.3774,34.4014,1.1146999999999991,730479,
2008-08-14,34.3017,34.3833,33.5949,34.1024,-0.2989999999999995,628630,
2008-08-15,33.6311,33.8395,33.2324,33.6402,-0.46220000000000283,1002035,
2008-08-18,33.9483,34.1839,33.6039,33.8305,0.19030000000000058,694175,
2008-08-19,33.6674,34.7186,33.5314,34.3561,0.5255999999999972,1523634,
2008-08-20,34.637,34.8908,33.9936,34.628,0.27190000000000225,976656,
2008-08-21,35.5252,36.3499,35.4164,36.1142,1.4861999999999966,1076078,
2008-08-22,35.788,35.788,34.7186,34.8908,-1.223399999999998,495335,
2008-08-25,34.8817,35.0992,34.5645,34.6914,-0.19939999999999714,502728,
2008-08-26,34.8455,35.2533,34.3017,34.7095,0.018099999999996896,870065,
2008-08-27,35.2533,35.6067,34.6099,35.0358,0.32630000000000337,573900,
2008-08-28,35.1627,35.3077,34.1024,34.347,-0.6888000000000005,596301,
2008-08-29,34.6189,34.8092,34.1295,34.2202,-0.1268000000000029,462673,
2008-09-02,32.7249,33.4317,32.5345,33.332,-0.8881999999999977,1339139,
2008-09-03,32.7973,33.1417,32.607,33.1417,-0.19030000000000058,1535331,
2008-09-04,33.0058,33.3049,32.5073,32.6705,-0.47120000000000317,1010090,
2008-09-05,32.4349,32.598,32.0089,32.3442,-0.32629999999999626,732796,
2008-09-08,32.5527,32.7339,31.9364,32.2717,-0.07249999999999801,621349,
2008-09-09,31.6555,31.7461,31.0392,31.0936,-1.1781000000000041,1175607,
2008-09-10,31.4833,31.6827,30.9214,31.1389,0.045300000000001006,913209,
