"Symbol: XLE",,,,,,"Study: VOL (LikeMain)",
"Date Time","Open","High","Low","Close","Change","Volume","Open Interest"
1998-12-23,12.2159,12.4305,12.2002,12.4305,0.26170000000000115,129540,
1998-12-24,12.4619,12.4619,12.3467,12.3677,-0.06280000000000108,23500,
1998-12-28,12.4305,12.4305,12.2159,12.2996,-0.06809999999999938,25793,
1998-12-29,12.331,12.4148,12.2159,12.4148,0.11519999999999975,42033,
1998-12-30,12.4148,12.4148,12.2159,12.2368,-0.17799999999999905,41651,
1998-12-31,12.2159,12.2159,12.1531,12.2159,-0.02090000000000103,24838,
1999-01-04,12.1845,12.4305,12.1845,12.2002,-0.015699999999998937,54643,
1999-01-05,12.2839,12.2839,12.1217,12.1374,-0.06280000000000108,81583,
1999-01-06,12.2839,12.5613,12.2002,12.5456,0.4082000000000008,107759,
1999-01-07,12.5456,12.5456,12.331,12.4776,-0.06799999999999962,138711,
1999-01-08,12.5613,12.8544,12.2368,12.5456,0.06799999999999962,804566,
1999-01-11,12.4305,12.4462,12.2682,12.2996,-0.24600000000000044,66872,
1999-01-12,12.2996,12.3467,12.106,12.1217,-0.17789999999999928,170427,
1999-01-13,11.9071,12.1374,11.8757,11.9385,-0.18320000000000114,81010,
1999-01-14,11.9071,11.9751,11.7134,11.7134,-0.2250999999999994,133744,
1999-01-15,11.8076,11.9071,11.7448,11.8914,0.17800000000000082,20443,
1999-01-19,11.9228,11.9228,11.7919,11.8914,0,24455,
1999-01-20,11.8233,11.9385,11.7762,11.7919,-0.09950000000000081,30188,
1999-01-21,11.7919,11.9908,11.7762,11.8914,0.09950000000000081,45663,
1999-01-22,11.9071,11.9385,11.8076,11.8233,-0.06810000000000116,36875,
1999-01-25,11.8757,11.8757,11.7134,11.8076,-0.015699999999998937,34773,
1999-01-26,11.8233,11.8233,11.5983,11.6925,-0.11509999999999998,49103,
1999-01-27,11.7134,11.7134,11.4517,11.4831,-0.20940000000000047,70884,
1999-01-28,11.5145,11.5145,11.3209,11.4151,-0.06799999999999962,58847,
1999-01-29,11.3523,11.4151,11.2214,11.4151,0,35537,
1999-02-01,11.4151,11.4517,11.3,11.3,-0.11509999999999998,44135,
1999-02-02,11.3209,11.4151,11.2686,11.3209,0.020899999999999253,50631,
1999-02-03,11.3837,11.6454,11.3837,11.5826,0.2616999999999994,56172,
1999-02-04,11.5826,11.6768,11.5459,11.6454,0.06280000000000108,49676,
